,ask,bid,change,contractSize,contractSymbol,currency,expiration,impliedVolatility,inTheMoney,lastPrice,lastTradeDate,openInterest,percentChange,strike,type,volume,dte,human_time
0,2.5700000000000003,2.55,1.1,REGULAR,EWZ180713C00031000,USD,1531440000,0.445318046875,True,2.51,1531164688,615,78.01419,31.0,call,11,3,2018-07-12 17:00:00
1,1.8,1.77,-0.049999952,REGULAR,EWZ180713C00031500,USD,1531440000,1e-05,True,1.1,1530887318,921,-4.347822,31.5,call,5,3,2018-07-12 17:00:00
2,1.62,1.5899999999999999,0.31000006,REGULAR,EWZ180713C00032000,USD,1531440000,0.367193828125,True,1.5899999999999999,1531164412,584,24.218756,32.0,call,18,3,2018-07-12 17:00:00
3,1.19,1.16,0.20999998,REGULAR,EWZ180713C00032500,USD,1531440000,0.34473311523437505,True,1.1400000000000001,1531164688,254,22.580643,32.5,call,76,3,2018-07-12 17:00:00
4,0.8,0.78,0.20000005,REGULAR,EWZ180713C00033000,USD,1531440000,0.32031929687499905,True,0.79,1531161821,6678,33.898315,33.0,call,1020,3,2018-07-12 17:00:00
5,0.49,0.47000000000000003,0.09999999400000001,REGULAR,EWZ180713C00033500,USD,1531440000,0.30664755859375,True,0.45,1531164938,750,28.571426,33.5,call,322,3,2018-07-12 17:00:00
6,0.27,0.25,0.020000010000000002,REGULAR,EWZ180713C00034000,USD,1531440000,0.298835136718749,False,0.23,1531160128,1126,9.523815,34.0,call,273,3,2018-07-12 17:00:00
7,0.13,0.12,0.0,REGULAR,EWZ180713C00034500,USD,1531440000,0.292975820312499,False,0.11,1531161135,683,0.0,34.5,call,42,3,2018-07-12 17:00:00
8,0.06,0.05,0.0,REGULAR,EWZ180713C00035000,USD,1531440000,0.294928925781249,False,0.05,1531156726,369,0.0,35.0,call,126,3,2018-07-12 17:00:00
9,0.04,0.0,0.01,REGULAR,EWZ180713C00035500,USD,1531440000,0.328131718749999,False,0.02,1530901327,84,100.0,35.5,call,1,3,2018-07-12 17:00:00
10,0.02,0.0,-0.02,REGULAR,EWZ180713C00036000,USD,1531440000,0.3398503515625,False,0.01,1530890271,50,-66.66667,36.0,call,2,3,2018-07-12 17:00:00
11,0.02,0.0,0.0,REGULAR,EWZ180713C00036500,USD,1531440000,0.39063109375,False,0.02,1530298838,78,0.0,36.5,call,7,3,2018-07-12 17:00:00
12,0.02,0.0,-0.04,REGULAR,EWZ180713C00037000,USD,1531440000,0.445318046875,False,0.01,1530115285,232,-79.99999,37.0,call,10,3,2018-07-12 17:00:00
13,0.02,0.0,0.0,REGULAR,EWZ180713C00037500,USD,1531440000,0.49219257812500006,False,0.01,1530820683,21,0.0,37.5,call,2,3,2018-07-12 17:00:00
14,0.02,0.0,-0.02,REGULAR,EWZ180713C00038000,USD,1531440000,0.539067109375,False,0.01,1530292678,21,-66.66667,38.0,call,1,3,2018-07-12 17:00:00
15,0.02,0.0,0.01,REGULAR,EWZ180713C00038500,USD,1531440000,0.5312546875,False,0.02,1530897147,133,100.0,38.5,call,1,3,2018-07-12 17:00:00
16,0.14,0.1,0.0,REGULAR,EWZ180713C00039000,USD,1531440000,0.886719882812499,False,0.05,1528391738,9,0.0,39.0,call,4,3,2018-07-12 17:00:00
17,0.06,0.0,0.0,REGULAR,EWZ180713C00039500,USD,1531440000,0.7187528125,False,0.02,1528999154,9,0.0,39.5,call,1,3,2018-07-12 17:00:00
18,0.02,0.0,0.0,REGULAR,EWZ180713C00040000,USD,1531440000,0.6562534375000001,False,0.04,1529503896,22,0.0,40.0,call,10,3,2018-07-12 17:00:00
19,0.05,0.02,0.0,REGULAR,EWZ180713C00041000,USD,1531440000,0.8750012500000001,False,0.04,1528488329,12,0.0,41.0,call,12,3,2018-07-12 17:00:00
20,0.08,0.06,0.0,REGULAR,EWZ180713C00041500,USD,1531440000,1.03125484375,False,0.05,1527911256,0,0.0,41.5,call,6,3,2018-07-12 17:00:00
21,0.04,0.0,0.0,REGULAR,EWZ180713C00042000,USD,1531440000,0.882813671874999,False,0.02,1528488329,0,0.0,42.0,call,1,3,2018-07-12 17:00:00
22,0.1,0.07,0.0,REGULAR,EWZ180713P00027500,USD,1531440000,1.05078599609375,False,0.08,1528488353,0,0.0,27.5,put,2,3,2018-07-12 17:00:00
23,0.02,0.0,0.0,REGULAR,EWZ180713P00028500,USD,1531440000,0.6250037500000001,False,0.01,1530627217,58,0.0,28.5,put,1,3,2018-07-12 17:00:00
24,0.02,0.0,0.0,REGULAR,EWZ180713P00029000,USD,1531440000,0.5625043750000001,False,0.03,1530809159,14,0.0,29.0,put,2,3,2018-07-12 17:00:00
25,0.03,0.0,0.0,REGULAR,EWZ180713P00029500,USD,1531440000,0.5312546875,False,0.06,1530805360,10,0.0,29.5,put,2,3,2018-07-12 17:00:00
26,0.02,0.0,0.01,REGULAR,EWZ180713P00030000,USD,1531440000,0.500005,False,0.03,1531143441,1480,50.0,30.0,put,2,3,2018-07-12 17:00:00
27,0.04,0.02,-0.15,REGULAR,EWZ180713P00030500,USD,1531440000,0.49219257812500006,False,0.02,1530897147,2192,-88.2353,30.5,put,1,3,2018-07-12 17:00:00
